id,title,type,difficulty,company,submits,solved,tags,time_step
1662M,Bottle Arrangements,PROGRAMMING,25,codeforces,159,60.0,['constructive algorithms'],=1656916706198
1662L,Il Derby della Madonnina,PROGRAMMING,23,codeforces,193,5.0,"['data structures', 'dp', 'math']",=1656916706198
1662K,Pandemic Restrictions,PROGRAMMING,21,codeforces,146,98.0,"['geometry', 'ternary search']",=1656916706198
1662J,Training Camp,PROGRAMMING,19,codeforces,128,42.0,"['flows', 'graphs']",=1656916706198
1662I,Ice Cream Shop,PROGRAMMING,17,codeforces,150,37.0,"['brute force', 'implementation', 'sortings']",=1656916706198
1662H,Boundary,PROGRAMMING,15,codeforces,133,85.0,"['brute force', 'math']",=1656916706198
1662G,Gastronomic Event,PROGRAMMING,13,codeforces,170,40.0,"['dp', 'greedy', 'trees']",=1656916706198
1662F,Antennas,PROGRAMMING,11,codeforces,150,26.0,"['data structures', 'dfs and similar', 'graphs', 'graphs', 'implementation', 'implementation', 'shortest paths', 'shortest paths']",=1656916706198
1662E,Round Table,PROGRAMMING,9,codeforces,118,98.0,['math'],=1656916706198
1662D,Evolution of Weasels,PROGRAMMING,7,codeforces,199,49.0,"['greedy', 'implementation', 'strings']",=1656916706198
1662C,European Trip,PROGRAMMING,5,codeforces,160,76.0,"['dp', 'graphs', 'math', 'matrices']",=1656916706198
1662B,Toys,PROGRAMMING,3,codeforces,189,76.0,"['greedy', 'strings']",=1656916706198
1662A,Organizing SWERC,PROGRAMMING,1,codeforces,157,76.0,"['brute force', 'implementation']",=1656916706198
1661F,Teleporters,PROGRAMMING,11,codeforces,109,4.0,"['binary search', 'greedy']",=1656916706198
1661E,Narrow Components,PROGRAMMING,9,codeforces,134,80.0,"['brute force', 'data structures', 'dp', 'dsu', 'math', 'trees']",=1656916706198
1661D,Progressions Covering,PROGRAMMING,7,codeforces,135,27.0,"['data structures', 'greedy']",=1656916706198
1661C,Water the Trees,PROGRAMMING,5,codeforces,169,86.0,"['binary search', 'greedy', 'math']",=1656916706198
1661B,Getting Zero,PROGRAMMING,3,codeforces,127,90.0,"['bitmasks', 'brute force', 'dfs and similar', 'dp', 'graphs', 'greedy', 'shortest paths']",=1656916706198
1661A,Array Balancing,PROGRAMMING,1,codeforces,156,39.0,"['greedy', 'math']",=1656916706198
1660F2,Promising String (hard version),PROGRAMMING,12,codeforces,186,28.0,"['data structures', 'implementation', 'math', 'strings']",=1656916706198
1660F1,Promising String (easy version),PROGRAMMING,11,codeforces,111,52.0,"['brute force', 'implementation', 'math', 'strings']",=1656916706198
1660E,Matrix and Shifts,PROGRAMMING,9,codeforces,166,77.0,"['brute force', 'constructive algorithms', 'greedy', 'implementation']",=1656916706198
1660D,Maximum Product Strikes Back,PROGRAMMING,7,codeforces,135,83.0,"['brute force', 'implementation', 'math', 'two pointers']",=1656916706198
1660C,Get an Even String,PROGRAMMING,5,codeforces,157,46.0,"['dp', 'greedy', 'strings']",=1656916706198
1660B,Vlad and Candies,PROGRAMMING,3,codeforces,158,34.0,['math'],=1656916706198
1660A,Vasya and Coins,PROGRAMMING,1,codeforces,163,49.0,"['greedy', 'math']",=1656916706198
1659F,Tree and Permutation Game,PROGRAMMING,11,codeforces,112,9.0,"['dfs and similar', 'games', 'graphs', 'trees']",=1656916706198
1659E,AND-MEX Walk,PROGRAMMING,9,codeforces,165,94.0,"['bitmasks', 'brute force', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs']",=1656916706198
1659D,Reverse Sort Sum,PROGRAMMING,7,codeforces,168,26.0,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'math', 'two pointers']",=1656916706198
1659C,Line Empire,PROGRAMMING,5,codeforces,188,61.0,"['binary search', 'brute force', 'dp', 'greedy', 'implementation', 'math']",=1656916706198
1659B,Bit Flipping,PROGRAMMING,3,codeforces,176,67.0,"['bitmasks', 'constructive algorithms', 'greedy', 'strings']",=1656916706198
1659A,Red Versus Blue,PROGRAMMING,1,codeforces,100,40.0,"['constructive algorithms', 'greedy', 'implementation', 'math']",=1656916706198
1658F,Juju and Binary String,PROGRAMMING,11,codeforces,127,76.0,"['brute force', 'constructive algorithms', 'greedy', 'math']",=1656916706198
1658E,Gojou and Matrix Game,PROGRAMMING,9,codeforces,140,93.0,"['data structures', 'dp', 'games', 'hashing', 'implementation', 'math', 'number theory', 'sortings']",=1656916706198
1658D2,388535 (Hard Version),PROGRAMMING,8,codeforces,137,75.0,"['bitmasks', 'brute force', 'data structures', 'math']",=1656916706198
1658D1,388535 (Easy Version),PROGRAMMING,7,codeforces,140,21.0,"['bitmasks', 'math']",=1656916706198
1658C,Shinju and the Lost Permutation,PROGRAMMING,5,codeforces,181,76.0,"['constructive algorithms', 'math']",=1656916706198
1658B,Marin and Anti-coprime Permutation,PROGRAMMING,3,codeforces,179,39.0,"['combinatorics', 'math', 'number theory']",=1656916706198
1658A,Marin and Photoshoot,PROGRAMMING,1,codeforces,177,85.0,"['constructive algorithms', 'implementation', 'math']",=1656916706198
1657F,Words on Tree,PROGRAMMING,11,codeforces,142,45.0,"['2-sat', 'dfs and similar', 'dsu', 'graphs', 'trees']",=1656916706198
1657E,Star MST,PROGRAMMING,9,codeforces,172,80.0,"['combinatorics', 'dp', 'graph matchings', 'math']",=1656916706198
1657D,For Gamers. By Gamers.,PROGRAMMING,7,codeforces,105,56.0,"['binary search', 'brute force', 'greedy', 'math', 'sortings']",=1656916706198
1657C,Bracket Sequence Deletion,PROGRAMMING,5,codeforces,197,93.0,"['greedy', 'implementation']",=1656916706198
1657B,XY Sequence,PROGRAMMING,3,codeforces,119,57.0,['greedy'],=1656916706198
1657A,Integer Moves,PROGRAMMING,1,codeforces,151,22.0,"['brute force', 'math']",=1656916706198
1656I,Neighbour Ordering,PROGRAMMING,17,codeforces,150,59.0,"['constructive algorithms', 'graphs']",=1656916706198
1656H,Equal LCM Subsets,PROGRAMMING,15,codeforces,163,49.0,"['data structures', 'math', 'number theory']",=1656916706198
1656G,Cycle Palindrome,PROGRAMMING,13,codeforces,121,25.0,"['constructive algorithms', 'graphs', 'math']",=1656916706198
1656F,Parametric MST,PROGRAMMING,11,codeforces,141,4.0,"['binary search', 'constructive algorithms', 'graphs', 'greedy', 'math', 'sortings']",=1656916706198
1656E,Equal Tree Sums,PROGRAMMING,9,codeforces,178,5.0,"['constructive algorithms', 'dfs and similar', 'math', 'trees']",=1656916706198
1656D,K-good,PROGRAMMING,7,codeforces,181,10.0,"['constructive algorithms', 'math', 'number theory']",=1656916706198
1656C,Make Equal With Mod,PROGRAMMING,5,codeforces,133,11.0,"['constructive algorithms', 'math', 'number theory', 'sortings']",=1656916706198
1656B,Subtract Operation,PROGRAMMING,3,codeforces,122,76.0,"['data structures', 'greedy', 'math', 'two pointers']",=1656916706198
1656A,Good Pairs,PROGRAMMING,1,codeforces,108,15.0,"['math', 'sortings']",=1656916706198
1654H,Three Minimums,PROGRAMMING,15,codeforces,143,8.0,"['combinatorics', 'constructive algorithms', 'divide and conquer', 'dp', 'fft', 'math']",=1656916706198
1654G,Snowy Mountain,PROGRAMMING,13,codeforces,167,87.0,"['data structures', 'dfs and similar', 'graphs', 'greedy', 'shortest paths', 'trees']",=1656916706198
1654F,Minimal String Xoration,PROGRAMMING,11,codeforces,195,31.0,"['bitmasks', 'data structures', 'divide and conquer', 'greedy', 'hashing', 'sortings', 'strings']",=1656916706198
1654E,Arithmetic Operations,PROGRAMMING,9,codeforces,189,62.0,"['brute force', 'data structures', 'graphs', 'math']",=1656916706198
1654D,Potion Brewing Class,PROGRAMMING,7,codeforces,191,92.0,"['dfs and similar', 'math', 'number theory', 'trees']",=1656916706198
1654C,Alice and the Cake,PROGRAMMING,5,codeforces,188,15.0,"['data structures', 'greedy', 'implementation', 'sortings']",=1656916706198
1654B,Prefix Removals,PROGRAMMING,3,codeforces,171,13.0,['strings'],=1656916706198
1654A,Maximum Cake Tastiness,PROGRAMMING,1,codeforces,167,71.0,"['brute force', 'greedy', 'implementation', 'sortings']",=1656916706198
1651F,Tower Defense,PROGRAMMING,11,codeforces,118,57.0,"['binary search', 'brute force', 'data structures']",=1656916706198
1651E,Sum of Matchings,PROGRAMMING,9,codeforces,121,39.0,"['brute force', 'combinatorics', 'constructive algorithms', 'dfs and similar', 'graph matchings', 'greedy', 'math']",=1656916706198
1651D,Nearest Excluded Points,PROGRAMMING,7,codeforces,137,97.0,"['binary search', 'data structures', 'dfs and similar', 'graphs', 'shortest paths']",=1656916706198
1651C,Fault-tolerant Network,PROGRAMMING,5,codeforces,145,62.0,"['brute force', 'data structures', 'implementation']",=1656916706198
1651B,Prove Him Wrong,PROGRAMMING,3,codeforces,169,90.0,"['constructive algorithms', 'greedy']",=1656916706198
1651A,Playoff,PROGRAMMING,1,codeforces,103,74.0,['implementation'],=1656916706198
1650G,Counting Shortcuts,PROGRAMMING,13,codeforces,173,68.0,"['data structures', 'dfs and similar', 'dp', 'graphs', 'shortest paths']",=1656916706198
1650F,Vitaly and Advanced Useless Algorithms,PROGRAMMING,11,codeforces,168,60.0,"['dp', 'greedy', 'implementation']",=1656916706198
1650E,Rescheduling the Exam,PROGRAMMING,9,codeforces,114,20.0,"['binary search', 'data structures', 'greedy', 'implementation', 'math', 'sortings']",=1656916706198
1650D,Twist the Permutation,PROGRAMMING,7,codeforces,132,59.0,"['brute force', 'constructive algorithms', 'implementation', 'math']",=1656916706198
1650C,Weight of the System of Nested Segments,PROGRAMMING,5,codeforces,185,82.0,"['greedy', 'hashing', 'implementation', 'sortings']",=1656916706198
1650B,DIV + MOD,PROGRAMMING,3,codeforces,136,60.0,['math'],=1656916706198
1650A,Deletions of Two Adjacent Letters,PROGRAMMING,1,codeforces,152,58.0,"['implementation', 'strings']",=1656916706198
1649B,Game of Ball Passing,PROGRAMMING,3,codeforces,125,60.0,"['greedy', 'implementation']",=1656916706198
1649A,Game,PROGRAMMING,1,codeforces,196,47.0,['implementation'],=1656916706198
1648F,Two Avenues,PROGRAMMING,11,codeforces,137,46.0,"['data structures', 'dfs and similar', 'graphs']",=1656916706198
1648E,Air Reform,PROGRAMMING,9,codeforces,117,92.0,"['data structures', 'dfs and similar', 'divide and conquer', 'dsu', 'graphs', 'implementation', 'trees']",=1656916706198
1648D,Serious Business,PROGRAMMING,7,codeforces,196,5.0,"['data structures', 'divide and conquer', 'dp', 'implementation', 'shortest paths']",=1656916706198
1648C,Tyler and Strings,PROGRAMMING,5,codeforces,156,93.0,"['combinatorics', 'data structures', 'implementation']",=1656916706198
1648B,Integral Array,PROGRAMMING,3,codeforces,152,68.0,"['brute force', 'constructive algorithms', 'data structures', 'math']",=1656916706198
1648A,Weird Sum,PROGRAMMING,1,codeforces,127,32.0,"['combinatorics', 'data structures', 'geometry', 'math', 'matrices', 'sortings']",=1656916706198
1647F,Madoka and Laziness,PROGRAMMING,11,codeforces,190,72.0,"['dp', 'greedy']",=1656916706198
1647E,Madoka and the Sixth-graders,PROGRAMMING,9,codeforces,171,86.0,"['data structures', 'dfs and similar', 'greedy']",=1656916706198
1647D,Madoka and the Best School in Russia,PROGRAMMING,7,codeforces,130,86.0,"['constructive algorithms', 'dp', 'math', 'number theory']",=1656916706198
1647C,Madoka and Childish Pranks,PROGRAMMING,5,codeforces,179,14.0,"['constructive algorithms', 'greedy']",=1656916706198
1647B,Madoka and the Elegant Gift,PROGRAMMING,3,codeforces,136,80.0,"['brute force', 'constructive algorithms', 'graphs', 'implementation']",=1656916706198
1647A,Madoka and Math Dad,PROGRAMMING,1,codeforces,193,28.0,"['implementation', 'math']",=1656916706198
1646F,Playing Around the Table,PROGRAMMING,11,codeforces,130,91.0,"['constructive algorithms', 'greedy', 'implementation']",=1656916706198
1646E,Power Board,PROGRAMMING,9,codeforces,117,72.0,"['brute force', 'dp', 'math', 'number theory']",=1656916706198
1646D,Weight the Tree,PROGRAMMING,7,codeforces,147,94.0,"['constructive algorithms', 'dfs and similar', 'dp', 'implementation', 'trees']",=1656916706198
1646C,Factorials and Powers of Two,PROGRAMMING,5,codeforces,135,66.0,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'math']",=1656916706198
1646B,Quality vs Quantity,PROGRAMMING,3,codeforces,178,10.0,"['brute force', 'constructive algorithms', 'greedy', 'sortings', 'two pointers']",=1656916706198
1646A,Square Counting,PROGRAMMING,1,codeforces,104,15.0,['math'],=1656916706198
1644F,Basis,PROGRAMMING,11,codeforces,177,62.0,"['combinatorics', 'fft', 'math', 'number theory']",=1656916706198
1644E,Expand the Path,PROGRAMMING,9,codeforces,162,42.0,"['brute force', 'combinatorics', 'data structures', 'implementation', 'math']",=1656916706198
1644D,Cross Coloring,PROGRAMMING,7,codeforces,188,27.0,"['data structures', 'implementation', 'math']",=1656916706198
1644C,Increase Subarray Sums,PROGRAMMING,5,codeforces,152,14.0,"['brute force', 'dp', 'greedy', 'implementation']",=1656916706198
1644B,Anti-Fibonacci Permutation,PROGRAMMING,3,codeforces,172,82.0,"['brute force', 'constructive algorithms', 'implementation']",=1656916706198
1644A,Doors and Keys,PROGRAMMING,1,codeforces,161,54.0,['implementation'],=1656916706198
1642B,Power Walking,PROGRAMMING,3,codeforces,104,1.0,['greedy'],=1656916706198
1642A,Hard Way,PROGRAMMING,1,codeforces,104,50.0,['geometry'],=1656916706198
1641F,Covering Circle,PROGRAMMING,11,codeforces,127,18.0,['geometry'],=1656916706198
1641E,Special Positions,PROGRAMMING,9,codeforces,171,5.0,"['combinatorics', 'divide and conquer', 'fft', 'math']",=1656916706198
1641D,Two Arrays,PROGRAMMING,7,codeforces,186,35.0,"['bitmasks', 'brute force', 'combinatorics', 'greedy', 'hashing', 'math', 'two pointers']",=1656916706198
1641C,Anonymity Is Important,PROGRAMMING,5,codeforces,193,99.0,"['binary search', 'brute force', 'data structures', 'dsu', 'greedy', 'sortings']",=1656916706198
1641B,Repetitions Decoding,PROGRAMMING,3,codeforces,190,11.0,"['constructive algorithms', 'implementation', 'sortings']",=1656916706198
1641A,Great Sequence,PROGRAMMING,1,codeforces,101,88.0,"['brute force', 'greedy', 'sortings']",=1656916706198
1639K,Treasure Hunt,PROGRAMMING,21,codeforces,135,50.0,"['graphs', 'interactive']",=1656916706198
1639J,Treasure Hunt,PROGRAMMING,19,codeforces,123,8.0,"['graphs', 'interactive']",=1656916706198
1639I,Treasure Hunt,PROGRAMMING,17,codeforces,116,9.0,"['graphs', 'interactive']",=1656916706198
1639H,Treasure Hunt,PROGRAMMING,15,codeforces,169,0.0,"['graphs', 'interactive']",=1656916706198
1639G,Treasure Hunt,PROGRAMMING,13,codeforces,117,21.0,"['graphs', 'interactive']",=1656916706198
1639F,Treasure Hunt,PROGRAMMING,11,codeforces,152,71.0,"['graphs', 'interactive']",=1656916706198
1639E,Treasure Hunt,PROGRAMMING,9,codeforces,173,10.0,"['graphs', 'interactive']",=1656916706198
1639D,Treasure Hunt,PROGRAMMING,7,codeforces,148,20.0,"['graphs', 'interactive']",=1656916706198
1639C,Treasure Hunt,PROGRAMMING,5,codeforces,159,66.0,"['graphs', 'interactive']",=1656916706198
1639B,Treasure Hunt,PROGRAMMING,3,codeforces,152,91.0,"['graphs', 'interactive']",=1656916706199
1639A,Treasure Hunt,PROGRAMMING,1,codeforces,120,84.0,"['graphs', 'interactive']",=1656916706199
1638F,Two Posters,PROGRAMMING,11,codeforces,116,77.0,"['brute force', 'data structures', 'greedy', 'two pointers']",=1656916706199
1638E,Colorful Operations,PROGRAMMING,9,codeforces,197,91.0,"['brute force', 'data structures', 'implementation']",=1656916706199
1638D,Big Brush,PROGRAMMING,7,codeforces,189,1.0,"['constructive algorithms', 'data structures', 'greedy', 'implementation']",=1656916706199
1638C,Inversion Graph,PROGRAMMING,5,codeforces,129,96.0,"['data structures', 'dsu', 'graphs', 'math']",=1656916706199
1638B,Odd Swap Sort,PROGRAMMING,3,codeforces,149,44.0,"['data structures', 'math', 'sortings']",=1656916706199
1638A,Reverse,PROGRAMMING,1,codeforces,150,98.0,"['constructive algorithms', 'greedy', 'math']",=1656916706199
1637H,Minimize Inversions Number,PROGRAMMING,15,codeforces,184,77.0,"['data structures', 'greedy', 'math', 'sortings']",=1656916706199
1637G,Birthday,PROGRAMMING,13,codeforces,135,28.0,"['constructive algorithms', 'greedy', 'math']",=1656916706199
1637F,Towers,PROGRAMMING,11,codeforces,162,58.0,"['constructive algorithms', 'dfs and similar', 'dp', 'greedy', 'trees']",=1656916706199
1637E,Best Pair,PROGRAMMING,9,codeforces,197,54.0,"['binary search', 'brute force', 'implementation']",=1656916706199
1637D,Yet Another Minimization Problem,PROGRAMMING,7,codeforces,195,83.0,"['dp', 'greedy', 'math']",=1656916706199
1637C,Andrew and Stones,PROGRAMMING,5,codeforces,110,2.0,"['greedy', 'implementation']",=1656916706199
1637B,MEX and Array,PROGRAMMING,3,codeforces,163,12.0,"['brute force', 'dp', 'greedy', 'math']",=1656916706199
1637A,Sorting Parts,PROGRAMMING,1,codeforces,141,39.0,"['brute force', 'sortings']",=1656916706199
1635F,Closest Pair ,PROGRAMMING,11,codeforces,148,85.0,"['data structures', 'greedy']",=1656916706199
1635E,Cars ,PROGRAMMING,9,codeforces,111,65.0,"['2-sat', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'sortings']",=1656916706199
1635D,Infinite Set,PROGRAMMING,7,codeforces,179,69.0,"['bitmasks', 'dp', 'math', 'matrices', 'number theory', 'strings']",=1656916706199
1635C,Differential Sorting,PROGRAMMING,5,codeforces,161,27.0,"['constructive algorithms', 'greedy']",=1656916706199
1635B,Avoid Local Maximums,PROGRAMMING,3,codeforces,196,98.0,['greedy'],=1656916706199
1635A,Min Or Sum,PROGRAMMING,1,codeforces,106,53.0,"['bitmasks', 'greedy']",=1656916706199
1634F,Fibonacci Additions,PROGRAMMING,11,codeforces,187,14.0,"['brute force', 'data structures', 'hashing', 'implementation', 'math']",=1656916706199
1634E,Fair Share,PROGRAMMING,9,codeforces,108,78.0,"['constructive algorithms', 'data structures', 'dfs and similar', 'graph matchings', 'graphs']",=1656916706199
1634D,Finding Zero,PROGRAMMING,7,codeforces,173,80.0,"['constructive algorithms', 'interactive', 'math']",=1656916706199
1634C,OKEA,PROGRAMMING,5,codeforces,100,100.0,['constructive algorithms'],=1656916706199
1634B,Fortune Telling,PROGRAMMING,3,codeforces,168,1.0,"['bitmasks', 'math']",=1656916706199
1634A,Reverse and Concatenate,PROGRAMMING,1,codeforces,133,24.0,"['greedy', 'strings']",=1656916706199
1633F,Perfect Matching,PROGRAMMING,11,codeforces,180,42.0,"['data structures', 'divide and conquer', 'interactive', 'trees']",=1656916706199
1633E,Spanning Tree Queries,PROGRAMMING,9,codeforces,129,34.0,"['binary search', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'math', 'sortings', 'trees']",=1656916706199
